BOI,GEG,4075,156,26.121794871794872
BOI,LAS,2794,111,25.17117117117117
BOI,LAX,4922,151,32.59602649006622
BOI,MSP,3546,44,80.5909090909091
BOI,OAK,1401,86,16.290697674418606
BOI,ONT,2377,69,34.44927536231884
BOI,ORD,7069,96,73.63541666666667
BOI,PDX,3137,146,21.486301369863014
BOI,PHX,1793,48,37.354166666666664
BOI,PIT,51,1,51.0
BOI,RNO,3200,150,21.333333333333332
BOI,SAN,2699,83,32.51807228915663
BOI,SEA,3936,145,27.144827586206898
BOI,SFO,14994,252,59.5
BOI,SLC,6524,332,19.650602409638555
BOS,ATL,17886,689,25.959361393323658
BOS,AUS,1708,67,25.492537313432837
BOS,BGR,4145,88,47.10227272727273
BOS,BNA,30,2,15.0
BOS,BUF,4554,76,59.921052631578945
BOS,BWI,17104,420,40.72380952380952
BOS,CAK,2005,44,45.56818181818182
BOS,CHS,1039,24,43.291666666666664
BOS,CLE,4964,138,35.971014492753625
BOS,CLT,11076,481,23.027027027027028
BOS,CMH,5964,140,42.6
BOS,CVG,6346,178,35.651685393258425
BOS,DCA,20260,673,30.104011887072808
BOS,DEN,7988,271,29.476014760147603
BOS,DFW,8596,295,29.138983050847457
BOS,DTW,10941,247,44.29554655870445
BOS,EWR,26194,496,52.810483870967744
BOS,FLL,15787,454,34.77312775330397
BOS,GSO,3465,63,55.0
BOS,IAD,15896,427,37.2271662763466
BOS,IAH,8046,306,26.294117647058822
BOS,IND,4007,76,52.723684210526315
BOS,JAX,3634,79,46.0
BOS,JFK,30122,699,43.09298998569385
BOS,LAS,4658,178,26.168539325842698
BOS,LAX,9748,358,27.22905027932961
BOS,LGA,27033,857,31.543757292882148
BOS,LGB,1324,72,18.38888888888889
BOS,MCO,17261,506,34.112648221343875
BOS,MDW,263,13,20.23076923076923
BOS,MEM,935,21,44.523809523809526
BOS,MIA,12649,361,35.038781163434905
BOS,MSP,3291,128,25.7109375
BOS,MSY,141,4,35.25
BOS,OAK,871,31,28.096774193548388
BOS,ORD,36549,778,46.97814910025707
BOS,ORF,3997,79,50.59493670886076
BOS,PBI,5826,213,27.35211267605634
BOS,PDX,1921,49,39.204081632653065
BOS,PHF,2133,56,38.089285714285715
BOS,PHL,20006,590,33.90847457627119
BOS,PHX,2733,136,20.095588235294116
BOS,PIT,3388,79,42.88607594936709
BOS,RDU,13190,348,37.90229885057471
BOS,RIC,5442,94,57.8936170212766
BOS,RSW,7552,250,30.208
BOS,SAN,2966,107,27.7196261682243
BOS,SAV,1047,22,47.59090909090909
BOS,SDF,740,17,43.529411764705884
BOS,SEA,2710,118,22.966101694915253
BOS,SFO,11776,397,29.662468513853906
BOS,SJC,533,29,18.379310344827587
BOS,SJU,4831,182,26.543956043956044
BOS,SLC,2235,95,23.526315789473685
BOS,SRQ,322,7,46.0
BOS,STL,1257,37,33.972972972972975
BOS,STT,675,18,37.5
BOS,TPA,7617,264,28.852272727272727
BPT,IAH,664,25,26.56
BQK,ATL,2770,86,32.2093023255814
BQN,EWR,1411,50,28.22
BQN,JFK,1290,50,25.8
BQN,MCO,2059,47,43.808510638297875
BRO,IAH,5003,141,35.4822695035461
BRW,ANC,1682,59,28.508474576271187
BRW,FAI,1606,60,26.766666666666666
BTM,SLC,794,31,25.612903225806452
BTR,ATL,17177,303,56.68976897689769
BTR,DCA,1452,32,45.375
BTR,DEN,16,1,16.0
BTR,DFW,12538,349,35.92550143266476
BTR,IAH,8039,221,36.37556561085973
BTR,MEM,3829,79,48.46835443037975
BTR,ORD,3508,65,53.96923076923077
BTV,ATL,1749,67,26.104477611940297
BTV,CLE,1280,29,44.13793103448276
BTV,CVG,1396,37,37.729729729729726
BTV,DTW,2635,81,32.53086419753087
BTV,EWR,13879,222,62.51801801801802
BTV,JFK,10593,213,49.732394366197184
BTV,MCO,1155,16,72.1875
BTV,ORD,5663,86,65.84883720930233
BUF,ATL,13288,379,35.06068601583114
BUF,BOS,4403,68,64.75
BUF,BWI,11117,464,23.959051724137932
BUF,CLE,6150,115,53.47826086956522
BUF,CLT,3768,142,26.535211267605632
BUF,CVG,1048,22,47.63636363636363
BUF,DCA,776,36,21.555555555555557
BUF,DTW,6310,152,41.51315789473684
BUF,EWR,10701,210,50.957142857142856
BUF,FLL,2984,84,35.523809523809526
BUF,JFK,14975,332,45.105421686746986
BUF,LAS,1558,63,24.73015873015873
BUF,MCO,10701,354,30.228813559322035
BUF,MDW,5014,209,23.99043062200957
BUF,MSP,767,11,69.72727272727273
BUF,ORD,26304,443,59.37697516930022
BUF,PHL,1489,51,29.19607843137255
BUF,PHX,1813,77,23.545454545454547
BUF,RSW,3097,94,32.9468085106383
BUF,TPA,3447,130,26.515384615384615
BUR,DEN,2418,77,31.4025974025974
BUR,DFW,6324,195,32.43076923076923
BUR,JFK,5626,135,41.67407407407408
BUR,LAS,15987,867,18.439446366782008
BUR,OAK,16613,1047,15.867239732569246
BUR,PDX,463,9,51.44444444444444
BUR,PHX,12086,681,17.74743024963289
BUR,SEA,3851,118,32.63559322033898
BUR,SFO,15693,289,54.30103806228374
BUR,SJC,9824,568,17.295774647887324
BUR,SLC,7039,267,26.363295880149813
BUR,SMF,12218,645,18.94263565891473
BUR,TUS,53,1,53.0
BWI,ABQ,1343,94,14.287234042553191
BWI,ALB,8848,450,19.662222222222223
BWI,ATL,17224,591,29.143824027072757
BWI,AUS,2711,164,16.53048780487805
BWI,BDL,10986,562,19.548042704626333
BWI,BHM,5578,214,26.065420560747665
BWI,BNA,12109,568,21.318661971830984
BWI,BOS,16520,429,38.50815850815851
BWI,BUF,11189,450,24.864444444444445
BWI,CLE,10570,411,25.717761557177617
BWI,CLT,9758,392,24.892857142857142
BWI,CMH,6395,290,22.051724137931036
BWI,CVG,4020,139,28.92086330935252
BWI,DAB,471,7,67.28571428571429
BWI,DAY,2594,85,30.51764705882353
BWI,DEN,11745,460,25.532608695652176
BWI,DFW,6393,243,26.308641975308642
BWI,DTW,11510,421,27.339667458432302
BWI,EWR,5430,93,58.38709677419355
BWI,FLL,11795,516,22.858527131782946
BWI,HOU,6748,296,22.7972972972973
BWI,IAH,4771,168,28.398809523809526
BWI,IND,3535,188,18.8031914893617
BWI,ISP,8273,424,19.51179245283019
BWI,JAN,3135,148,21.18243243243243
BWI,JAX,4179,174,24.017241379310345
BWI,JFK,5396,122,44.22950819672131
BWI,LAS,5106,272,18.772058823529413
BWI,LAX,3220,112,28.75
BWI,LIT,1428,88,16.227272727272727
